Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2019,1,Accomack County,On-Time Graduation Rate,4 yr rate,91.75%,400,367,169,0,186,0,12,2,0,0,92.25%,7.50%,30,1,0
2019,2,Albemarle County,On-Time Graduation Rate,4 yr rate,94.36%,"1,082","1,021",693,0,302,<,25,3,2,<,94.92%,4.07%,44,11,0
2019,101,Alexandria City,On-Time Graduation Rate,4 yr rate,83.47%,962,803,330,0,427,0,46,9,12,0,85.65%,7.69%,74,28,36
2019,3,Alleghany County,On-Time Graduation Rate,4 yr rate,93.65%,189,177,71,0,96,0,10,0,0,0,93.65%,3.17%,6,6,0
2019,4,Amelia County,On-Time Graduation Rate,4 yr rate,97.20%,143,139,72,0,62,0,<,0,0,0,97.20%,2.80%,4,0,0
2019,5,Amherst County,On-Time Graduation Rate,4 yr rate,86.16%,289,249,118,0,118,0,13,3,3,<,88.93%,6.92%,20,9,3
2019,6,Appomattox County,On-Time Graduation Rate,4 yr rate,93.23%,192,179,91,0,78,0,10,0,4,0,95.31%,3.65%,7,2,0
2019,7,Arlington County,On-Time Graduation Rate,4 yr rate,92.48%,"1,769","1,636",967,94,540,0,35,0,5,<,92.93%,5.60%,99,23,3
2019,8,Augusta County,On-Time Graduation Rate,4 yr rate,92.81%,793,736,387,0,326,0,23,2,15,<,95.21%,2.65%,21,16,1
2019,9,Bath County,On-Time Graduation Rate,4 yr rate,87.50%,48,42,19,0,22,0,<,0,0,0,87.50%,6.25%,3,0,3
2019,10,Bedford County,On-Time Graduation Rate,4 yr rate,90.77%,802,728,432,0,262,0,34,2,15,0,92.89%,5.11%,41,16,0
2019,11,Bland County,On-Time Graduation Rate,4 yr rate,93.33%,75,70,14,0,51,0,<,0,0,0,93.33%,5.33%,4,1,0
2019,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.32%,385,367,240,0,117,0,10,0,4,0,96.36%,2.86%,11,3,0
2019,102,Bristol City,On-Time Graduation Rate,4 yr rate,84.04%,188,158,49,0,100,0,<,0,1,0,84.57%,6.91%,13,7,9
2019,13,Brunswick County,On-Time Graduation Rate,4 yr rate,80.00%,130,104,38,0,61,0,<,1,1,0,81.54%,12.31%,16,8,0
2019,14,Buchanan County,On-Time Graduation Rate,4 yr rate,86.94%,222,193,70,0,123,0,0,0,6,<,90.54%,5.86%,13,8,0
2019,15,Buckingham County,On-Time Graduation Rate,4 yr rate,93.75%,128,120,56,0,59,0,<,1,0,0,94.53%,4.69%,6,1,0
2019,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,90.09%,111,100,39,0,59,0,<,3,0,0,92.79%,4.50%,5,3,0
2019,16,Campbell County,On-Time Graduation Rate,4 yr rate,91.45%,643,588,274,0,309,0,<,2,25,<,95.96%,3.27%,21,2,3
2019,17,Caroline County,On-Time Graduation Rate,4 yr rate,93.02%,301,280,107,0,160,0,13,2,0,0,93.69%,3.99%,12,6,1
2019,18,Carroll County,On-Time Graduation Rate,4 yr rate,90.07%,282,254,136,0,109,0,<,2,4,0,92.20%,6.38%,18,4,0
2019,19,Charles City County,On-Time Graduation Rate,4 yr rate,100.00%,42,42,14,0,27,0,<,0,0,0,100.00%,0.00%,0,0,0
2019,20,Charlotte County,On-Time Graduation Rate,4 yr rate,89.71%,136,122,79,0,40,0,<,1,4,0,93.38%,5.88%,8,1,0
2019,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,95.73%,281,269,140,0,117,0,12,2,0,0,96.44%,1.78%,5,1,4
2019,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,93.80%,"3,241","3,040","1,842",33,"1,063",0,102,8,34,<,95.28%,3.12%,101,40,12
2019,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,90.71%,"5,078","4,606","2,810",0,"1,703",0,93,3,59,<,92.02%,6.66%,338,66,1
2019,22,Clarke County,On-Time Graduation Rate,4 yr rate,98.33%,180,177,122,4,48,0,<,0,2,0,99.44%,0.00%,0,1,0
2019,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,100.00%,47,47,26,0,20,0,<,0,0,0,100.00%,0.00%,0,0,0
2019,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,93.97%,232,218,139,0,76,0,<,0,3,0,95.26%,3.88%,9,1,1
2019,107,Covington City,On-Time Graduation Rate,4 yr rate,88.37%,86,76,18,0,49,0,<,3,0,0,91.86%,4.65%,4,2,1
2019,23,Craig County,On-Time Graduation Rate,4 yr rate,85.94%,64,55,18,0,32,0,<,1,0,0,87.50%,3.13%,2,2,4
2019,24,Culpeper County,On-Time Graduation Rate,4 yr rate,88.89%,639,568,277,0,284,0,<,2,3,<,89.83%,7.67%,49,13,3
2019,25,Cumberland County,On-Time Graduation Rate,4 yr rate,92.50%,120,111,54,0,52,0,<,0,1,0,93.33%,3.33%,4,3,1
2019,108,Danville City,On-Time Graduation Rate,4 yr rate,81.69%,426,348,137,1,180,<,29,0,8,<,83.80%,9.62%,41,24,4
2019,26,Dickenson County,On-Time Graduation Rate,4 yr rate,94.52%,146,138,43,0,92,0,<,0,2,0,95.89%,3.42%,5,1,0
2019,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,85.85%,325,279,99,0,168,0,12,4,10,<,91.08%,4.62%,15,4,10
2019,28,Essex County,On-Time Graduation Rate,4 yr rate,90.32%,93,84,34,0,45,0,<,0,0,0,90.32%,5.38%,5,4,0
2019,29,Fairfax County,On-Time Graduation Rate,4 yr rate,91.25%,"14,957","13,649","8,667",425,"4,258",<,297,14,28,38,91.79%,7.31%,"1,093",126,9
2019,109,Falls Church City,On-Time Graduation Rate,4 yr rate,98.07%,207,203,149,0,54,0,0,0,0,<,99.52%,0.00%,0,1,0
2019,30,Fauquier County,On-Time Graduation Rate,4 yr rate,94.20%,982,925,557,0,350,0,18,3,13,<,96.03%,2.34%,23,15,1
2019,31,Floyd County,On-Time Graduation Rate,4 yr rate,98.73%,158,156,81,0,70,0,<,0,0,0,98.73%,1.27%,2,0,0
2019,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,93.80%,274,257,125,0,123,0,<,0,0,0,93.80%,1.82%,5,5,7
2019,135,Franklin City,On-Time Graduation Rate,4 yr rate,96.10%,77,74,35,0,36,0,<,1,0,<,98.70%,1.30%,1,0,0
2019,33,Franklin County,On-Time Graduation Rate,4 yr rate,90.59%,563,510,277,0,221,0,12,0,0,0,90.59%,8.70%,49,4,0
2019,34,Frederick County,On-Time Graduation Rate,4 yr rate,92.78%,"1,039",964,518,0,412,0,34,0,4,<,93.74%,3.66%,38,19,8
2019,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,84.21%,266,224,107,0,108,0,<,4,0,0,85.71%,11.28%,30,8,0
2019,111,Galax City,On-Time Graduation Rate,4 yr rate,89.11%,101,90,37,0,47,0,<,0,5,0,94.06%,4.95%,5,1,0
2019,35,Giles County,On-Time Graduation Rate,4 yr rate,90.91%,220,200,55,0,134,0,11,7,1,0,94.55%,3.18%,7,3,2
2019,36,Gloucester County,On-Time Graduation Rate,4 yr rate,92.71%,384,356,178,0,162,0,16,0,12,0,95.83%,3.13%,12,4,0
2019,37,Goochland County,On-Time Graduation Rate,4 yr rate,96.49%,228,220,151,0,64,0,<,1,0,0,96.93%,2.19%,5,2,0
2019,38,Grayson County,On-Time Graduation Rate,4 yr rate,98.18%,110,108,50,0,54,0,<,0,0,0,98.18%,0.91%,1,1,0
2019,39,Greene County,On-Time Graduation Rate,4 yr rate,92.38%,223,206,119,0,86,0,<,1,0,0,92.83%,1.79%,4,8,4
2019,40,Greensville County,On-Time Graduation Rate,4 yr rate,87.10%,186,162,73,0,81,0,<,0,0,0,87.10%,9.14%,17,5,2
2019,41,Halifax County,On-Time Graduation Rate,4 yr rate,93.26%,356,332,120,0,188,0,24,1,0,0,93.54%,4.78%,17,6,0
2019,112,Hampton City,On-Time Graduation Rate,4 yr rate,92.67%,"1,501","1,391",487,2,815,0,87,5,39,0,95.60%,1.40%,21,43,2
2019,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.07%,"1,482","1,409",917,76,408,0,<,1,19,0,96.42%,2.29%,34,7,12
2019,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,88.60%,456,404,254,0,140,0,10,1,0,<,89.25%,9.43%,43,6,0
2019,43,Henrico County,On-Time Graduation Rate,4 yr rate,90.78%,"3,990","3,622","2,028",75,"1,431",0,88,8,37,11,92.18%,6.67%,266,45,1
2019,44,Henry County,On-Time Graduation Rate,4 yr rate,89.83%,541,486,218,0,242,0,26,2,9,0,91.87%,6.47%,35,9,0
2019,45,Highland County,On-Time Graduation Rate,4 yr rate,100.00%,14,14,8,0,5,0,<,0,0,0,100.00%,0.00%,0,0,0
2019,114,Hopewell City,On-Time Graduation Rate,4 yr rate,85.61%,285,244,89,0,141,0,14,0,1,0,85.96%,7.72%,22,11,7
2019,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,92.76%,456,423,233,0,178,0,12,1,9,0,94.96%,4.39%,20,3,0
2019,48,King George County,On-Time Graduation Rate,4 yr rate,94.10%,305,287,172,0,111,0,<,2,4,0,96.07%,2.95%,9,3,0
2019,50,King William County,On-Time Graduation Rate,4 yr rate,94.80%,173,164,66,0,92,0,<,0,1,0,95.38%,2.89%,5,3,0
2019,49,King and Queen County,On-Time Graduation Rate,4 yr rate,94.12%,34,32,11,0,18,0,<,0,2,0,100.00%,0.00%,0,0,0
2019,51,Lancaster County,On-Time Graduation Rate,4 yr rate,83.84%,99,83,42,0,37,0,<,1,2,0,86.87%,9.09%,9,4,0
2019,52,Lee County,On-Time Graduation Rate,4 yr rate,85.19%,243,207,64,0,135,0,<,1,2,0,86.42%,9.05%,22,5,6
2019,53,Loudoun County,On-Time Graduation Rate,4 yr rate,94.68%,"6,069","5,746","4,295",0,"1,354",<,95,2,36,62,96.33%,3.28%,199,22,2
2019,54,Louisa County,On-Time Graduation Rate,4 yr rate,91.43%,350,320,180,0,126,0,14,2,12,<,96.57%,2.29%,8,3,1
2019,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,90.91%,110,100,51,0,41,0,<,0,1,<,92.73%,4.55%,5,3,0
2019,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,84.12%,592,498,271,0,212,0,15,1,10,<,86.32%,9.29%,55,26,0
2019,56,Madison County,On-Time Graduation Rate,4 yr rate,92.97%,128,119,73,0,44,0,<,1,3,<,96.88%,3.13%,4,0,0
2019,143,Manassas City,On-Time Graduation Rate,4 yr rate,77.74%,575,447,210,0,224,0,13,0,7,0,78.96%,15.83%,91,9,21
2019,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,89.25%,307,274,164,0,107,0,<,0,1,0,89.58%,9.45%,29,2,1
2019,116,Martinsville City,On-Time Graduation Rate,4 yr rate,90.00%,150,135,63,0,68,0,<,0,0,0,90.00%,7.33%,11,4,0
2019,57,Mathews County,On-Time Graduation Rate,4 yr rate,90.43%,94,85,35,0,48,0,<,1,1,0,92.55%,6.38%,6,1,0
2019,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,90.18%,326,294,173,0,112,0,<,0,0,<,90.80%,6.13%,20,9,1
2019,59,Middlesex County,On-Time Graduation Rate,4 yr rate,96.88%,96,93,31,0,61,<,0,0,0,0,96.88%,3.13%,3,0,0
2019,60,Montgomery County,On-Time Graduation Rate,4 yr rate,95.99%,749,719,426,0,271,0,22,0,3,0,96.40%,3.20%,24,3,0
2019,62,Nelson County,On-Time Graduation Rate,4 yr rate,89.57%,163,146,65,0,74,0,<,0,10,0,95.71%,3.68%,6,1,0
2019,63,New Kent County,On-Time Graduation Rate,4 yr rate,90.87%,241,219,124,0,81,0,14,0,6,<,94.19%,3.73%,9,5,0
2019,117,Newport News City,On-Time Graduation Rate,4 yr rate,95.06%,"1,863","1,771",813,12,897,<,48,4,25,0,96.62%,1.72%,32,19,12
2019,118,Norfolk City,On-Time Graduation Rate,4 yr rate,82.89%,"1,935","1,604",592,29,911,0,72,7,49,<,85.84%,10.70%,207,67,0
2019,65,Northampton County,On-Time Graduation Rate,4 yr rate,90.00%,120,108,42,0,65,0,<,0,1,0,90.83%,7.50%,9,2,0
2019,66,Northumberland County,On-Time Graduation Rate,4 yr rate,96.49%,114,110,63,0,45,0,<,0,2,0,98.25%,1.75%,2,0,0
2019,119,Norton City,On-Time Graduation Rate,4 yr rate,90.91%,55,50,30,0,20,0,0,0,1,0,92.73%,5.45%,3,1,0
2019,67,Nottoway County,On-Time Graduation Rate,4 yr rate,85.71%,147,126,56,0,65,0,<,0,0,0,85.71%,13.61%,20,1,0
2019,68,Orange County,On-Time Graduation Rate,4 yr rate,93.82%,372,349,176,0,167,0,<,1,1,<,94.62%,3.76%,14,6,0
2019,69,Page County,On-Time Graduation Rate,4 yr rate,96.81%,282,273,148,0,119,0,<,1,0,<,98.23%,1.06%,3,0,2
2019,70,Patrick County,On-Time Graduation Rate,4 yr rate,95.60%,182,174,82,0,80,0,12,0,1,0,96.15%,3.30%,6,1,0
2019,120,Petersburg City,On-Time Graduation Rate,4 yr rate,83.68%,288,241,48,0,166,0,27,4,0,0,85.07%,9.03%,26,15,2
2019,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,90.88%,735,668,314,0,339,0,15,1,2,0,91.29%,7.62%,56,4,4
2019,142,Poquoson City,On-Time Graduation Rate,4 yr rate,92.22%,180,166,98,0,67,0,<,0,5,0,95.00%,2.78%,5,4,0
2019,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,84.90%,"1,020",866,364,0,462,0,40,8,15,0,87.16%,9.31%,95,36,0
2019,72,Powhatan County,On-Time Graduation Rate,4 yr rate,93.37%,377,352,209,0,134,0,<,10,4,0,97.08%,2.92%,11,0,0
2019,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,85.55%,173,148,44,0,90,0,14,0,4,<,89.02%,8.09%,14,3,2
2019,74,Prince George County,On-Time Graduation Rate,4 yr rate,92.20%,436,402,202,0,190,0,10,1,4,0,93.35%,4.36%,19,9,1
2019,75,Prince William County,On-Time Graduation Rate,4 yr rate,92.40%,"6,884","6,361","3,164",37,"2,971",0,189,5,24,0,92.82%,5.91%,407,86,1
2019,77,Pulaski County,On-Time Graduation Rate,4 yr rate,91.57%,344,315,153,0,156,0,<,1,12,0,95.35%,4.07%,14,2,0
2019,122,Radford City,On-Time Graduation Rate,4 yr rate,96.21%,132,127,62,0,55,0,10,1,0,0,96.97%,2.27%,3,1,0
2019,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,94.81%,77,73,32,0,36,<,<,2,0,0,97.40%,1.30%,1,0,1
2019,123,Richmond City,On-Time Graduation Rate,4 yr rate,70.80%,"1,517","1,074",331,0,656,0,87,8,8,0,71.85%,24.13%,366,59,2
2019,79,Richmond County,On-Time Graduation Rate,4 yr rate,96.91%,97,94,51,0,42,0,<,0,1,0,97.94%,1.03%,1,1,0
2019,124,Roanoke City,On-Time Graduation Rate,4 yr rate,89.96%,916,824,284,0,466,0,74,3,0,10,91.38%,7.97%,73,5,1
2019,80,Roanoke County,On-Time Graduation Rate,4 yr rate,94.86%,"1,108","1,051",636,0,389,0,26,0,5,0,95.31%,3.70%,41,11,0
2019,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,90.66%,257,233,131,0,91,0,11,0,3,0,91.83%,6.23%,16,5,0
2019,82,Rockingham County,On-Time Graduation Rate,4 yr rate,94.25%,922,869,478,0,382,0,<,0,4,0,94.69%,4.34%,40,9,0
2019,83,Russell County,On-Time Graduation Rate,4 yr rate,92.41%,290,268,110,0,149,0,<,1,0,0,92.76%,5.86%,17,4,0
2019,139,Salem City,On-Time Graduation Rate,4 yr rate,95.27%,338,322,189,0,125,0,<,0,6,<,97.34%,2.07%,7,2,0
2019,84,Scott County,On-Time Graduation Rate,4 yr rate,93.97%,282,265,120,0,135,0,10,0,1,<,95.74%,4.26%,12,0,0
2019,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,95.16%,475,452,190,0,238,0,24,1,3,0,96.00%,2.74%,13,6,0
2019,86,Smyth County,On-Time Graduation Rate,4 yr rate,95.28%,339,323,140,0,175,0,<,0,0,0,95.28%,2.06%,7,8,1
2019,87,Southampton County,On-Time Graduation Rate,4 yr rate,90.41%,219,198,96,0,84,0,18,1,0,0,90.87%,6.85%,15,3,2
2019,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,93.17%,"1,917","1,786",986,1,742,0,57,3,30,0,94.89%,3.91%,75,23,0
2019,89,Stafford County,On-Time Graduation Rate,4 yr rate,93.86%,"2,377","2,231","1,355",20,826,0,30,0,22,0,94.78%,4.29%,102,15,7
2019,126,Staunton City,On-Time Graduation Rate,4 yr rate,90.91%,198,180,97,0,72,0,11,0,1,0,91.41%,4.55%,9,3,5
2019,127,Suffolk City,On-Time Graduation Rate,4 yr rate,90.49%,"1,031",933,391,2,518,0,22,4,14,0,92.24%,4.07%,42,33,5
2019,90,Surry County,On-Time Graduation Rate,4 yr rate,93.75%,64,60,26,0,33,0,<,0,0,0,93.75%,3.13%,2,1,1
2019,91,Sussex County,On-Time Graduation Rate,4 yr rate,82.05%,78,64,22,0,39,0,<,0,0,0,82.05%,10.26%,8,2,4
2019,92,Tazewell County,On-Time Graduation Rate,4 yr rate,92.17%,396,365,147,0,187,0,31,0,6,<,93.94%,4.80%,19,5,0
2019,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,93.87%,"5,142","4,827","2,764",111,"1,790",0,162,7,74,0,95.45%,2.98%,153,81,0
2019,93,Warren County,On-Time Graduation Rate,4 yr rate,94.55%,422,399,213,0,168,0,18,0,0,<,95.02%,2.84%,12,9,0
2019,94,Washington County,On-Time Graduation Rate,4 yr rate,93.66%,568,532,246,0,263,0,23,1,12,0,95.95%,2.64%,15,8,0
2019,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,88.44%,225,199,85,0,106,0,<,1,2,0,89.78%,6.67%,15,6,2
2019,207,West Point,On-Time Graduation Rate,4 yr rate,96.92%,65,63,42,0,18,0,<,0,1,0,98.46%,1.54%,1,0,0
2019,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,92.80%,125,116,56,0,57,0,<,0,0,0,92.80%,3.20%,4,3,2
2019,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,92.70%,959,889,523,0,343,0,23,0,24,0,95.20%,3.96%,38,7,1
2019,132,Winchester City,On-Time Graduation Rate,4 yr rate,89.49%,352,315,140,0,154,0,21,4,3,0,91.48%,7.10%,25,5,0
2019,96,Wise County,On-Time Graduation Rate,4 yr rate,98.54%,480,473,228,0,238,0,<,0,0,0,98.54%,1.46%,7,0,0
2019,97,Wythe County,On-Time Graduation Rate,4 yr rate,96.10%,333,320,145,0,167,0,<,1,3,0,97.30%,1.50%,5,2,2
2019,98,York County,On-Time Graduation Rate,4 yr rate,97.02%,972,943,593,15,319,0,16,0,0,0,97.02%,2.26%,22,4,3
2020,1,Accomack County,On-Time Graduation Rate,4 yr rate,89.09%,394,351,176,0,166,0,<,2,0,<,90.86%,7.11%,28,8,0
2020,2,Albemarle County,On-Time Graduation Rate,4 yr rate,93.55%,"1,086","1,016",677,0,330,0,<,4,3,<,94.29%,4.42%,48,13,1
2020,101,Alexandria City,On-Time Graduation Rate,4 yr rate,82.07%,"1,065",874,371,0,473,0,30,2,13,<,83.66%,13.99%,149,12,13
2020,3,Alleghany County,On-Time Graduation Rate,4 yr rate,97.37%,152,148,74,0,69,0,<,0,0,0,97.37%,1.97%,3,1,0
2020,4,Amelia County,On-Time Graduation Rate,4 yr rate,97.83%,138,135,63,0,65,0,<,0,0,0,97.83%,0.72%,1,2,0
2020,5,Amherst County,On-Time Graduation Rate,4 yr rate,95.22%,293,279,137,0,135,0,<,3,1,0,96.59%,3.07%,9,1,0
2020,6,Appomattox County,On-Time Graduation Rate,4 yr rate,91.36%,162,148,73,0,72,0,<,1,7,0,96.30%,2.47%,4,2,0
2020,7,Arlington County,On-Time Graduation Rate,4 yr rate,93.34%,"1,758","1,641",998,92,516,0,35,1,3,0,93.57%,4.84%,85,28,0
2020,8,Augusta County,On-Time Graduation Rate,4 yr rate,93.90%,771,724,350,0,362,0,12,2,12,<,95.85%,3.11%,24,7,1
2020,9,Bath County,On-Time Graduation Rate,4 yr rate,93.55%,31,29,18,0,10,0,<,0,0,0,93.55%,6.45%,2,0,0
2020,10,Bedford County,On-Time Graduation Rate,4 yr rate,92.08%,770,709,416,0,268,0,25,3,22,0,95.32%,3.90%,30,6,0
2020,11,Bland County,On-Time Graduation Rate,4 yr rate,95.74%,47,45,15,0,29,0,<,0,0,0,95.74%,2.13%,1,0,1
2020,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.71%,420,402,249,0,147,0,<,1,1,0,96.19%,1.67%,7,2,7
2020,102,Bristol City,On-Time Graduation Rate,4 yr rate,94.22%,173,163,60,0,81,0,22,0,2,0,95.38%,0.00%,0,5,3
2020,13,Brunswick County,On-Time Graduation Rate,4 yr rate,94.16%,137,129,41,0,85,0,<,0,1,0,94.89%,1.46%,2,0,5
2020,14,Buchanan County,On-Time Graduation Rate,4 yr rate,88.24%,221,195,53,0,142,0,0,2,6,<,94.12%,4.52%,10,2,1
2020,15,Buckingham County,On-Time Graduation Rate,4 yr rate,95.30%,149,142,60,0,79,0,<,0,0,0,95.30%,4.03%,6,1,0
2020,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,83.58%,67,56,17,0,38,0,<,0,0,<,85.07%,13.43%,9,1,0
2020,16,Campbell County,On-Time Graduation Rate,4 yr rate,94.28%,612,577,277,0,295,0,<,1,15,0,96.90%,2.12%,13,4,2
2020,17,Caroline County,On-Time Graduation Rate,4 yr rate,89.47%,285,255,120,0,130,0,<,1,2,0,90.53%,8.42%,24,2,1
2020,18,Carroll County,On-Time Graduation Rate,4 yr rate,94.49%,272,257,144,0,107,0,<,1,4,0,96.32%,2.57%,7,3,0
2020,19,Charles City County,On-Time Graduation Rate,4 yr rate,92.16%,51,47,19,0,27,0,<,0,0,0,92.16%,7.84%,4,0,0
2020,20,Charlotte County,On-Time Graduation Rate,4 yr rate,90.77%,130,118,65,0,49,0,<,2,3,<,95.38%,4.62%,6,0,0
2020,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,94.52%,310,293,161,0,113,0,19,0,0,0,94.52%,2.58%,8,3,6
2020,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,93.99%,"3,228","3,034","1,825",40,"1,068",0,101,2,48,0,95.54%,3.38%,109,35,0
2020,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,91.95%,"4,984","4,583","2,649",0,"1,835",0,99,7,28,<,92.68%,6.12%,305,44,16
2020,22,Clarke County,On-Time Graduation Rate,4 yr rate,97.62%,168,164,124,0,38,0,<,0,0,0,97.62%,1.79%,3,1,0
2020,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,97.30%,37,36,20,0,16,0,0,0,0,0,97.30%,0.00%,0,0,1
2020,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,86.75%,234,203,124,0,75,0,<,2,11,0,92.31%,5.98%,14,3,1
2020,107,Covington City,On-Time Graduation Rate,4 yr rate,86.76%,68,59,21,0,33,0,<,1,1,<,94.12%,4.41%,3,1,0
2020,23,Craig County,On-Time Graduation Rate,4 yr rate,89.83%,59,53,15,0,35,0,<,0,0,0,89.83%,8.47%,5,0,1
2020,24,Culpeper County,On-Time Graduation Rate,4 yr rate,90.94%,651,592,310,0,279,0,<,0,6,0,91.86%,6.30%,41,10,2
2020,25,Cumberland County,On-Time Graduation Rate,4 yr rate,93.52%,108,101,56,0,42,0,<,0,0,0,93.52%,3.70%,4,3,0
2020,108,Danville City,On-Time Graduation Rate,4 yr rate,81.17%,393,319,101,3,195,0,20,3,5,<,84.22%,9.16%,36,20,6
2020,26,Dickenson County,On-Time Graduation Rate,4 yr rate,95.17%,145,138,49,0,86,0,<,0,2,0,96.55%,2.76%,4,1,0
2020,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,90.88%,351,319,141,0,164,0,14,1,7,<,93.45%,4.56%,16,1,6
2020,28,Essex County,On-Time Graduation Rate,4 yr rate,95.83%,96,92,43,0,43,0,<,0,0,0,95.83%,4.17%,4,0,0
2020,29,Fairfax County,On-Time Graduation Rate,4 yr rate,93.03%,"14,813","13,781","8,598",468,"4,501",0,214,8,18,0,93.21%,6.20%,918,85,3
2020,109,Falls Church City,On-Time Graduation Rate,4 yr rate,95.34%,193,184,90,42,52,0,0,1,0,<,96.37%,2.07%,4,0,3
2020,30,Fauquier County,On-Time Graduation Rate,4 yr rate,95.42%,983,938,511,0,396,<,28,1,10,11,97.66%,1.53%,15,7,1
2020,31,Floyd County,On-Time Graduation Rate,4 yr rate,98.03%,152,149,81,0,66,0,<,0,0,0,98.03%,1.97%,3,0,0
2020,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,95.56%,293,280,158,0,114,0,<,0,0,0,95.56%,2.05%,6,5,2
2020,135,Franklin City,On-Time Graduation Rate,4 yr rate,90.00%,70,63,35,0,25,0,<,0,0,0,90.00%,10.00%,7,0,0
2020,33,Franklin County,On-Time Graduation Rate,4 yr rate,92.98%,513,477,255,0,211,0,11,0,0,0,92.98%,6.43%,33,3,0
2020,34,Frederick County,On-Time Graduation Rate,4 yr rate,93.30%,"1,045",975,536,0,416,0,23,0,1,0,93.40%,4.88%,51,10,8
2020,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,83.33%,288,240,122,0,108,0,10,8,0,0,86.11%,11.11%,32,8,0
2020,111,Galax City,On-Time Graduation Rate,4 yr rate,90.63%,96,87,35,0,51,0,<,1,3,0,94.79%,5.21%,5,0,0
2020,35,Giles County,On-Time Graduation Rate,4 yr rate,90.76%,184,167,35,0,125,0,<,8,0,0,95.11%,4.35%,8,0,1
2020,36,Gloucester County,On-Time Graduation Rate,4 yr rate,92.69%,438,406,195,0,196,0,15,1,8,0,94.75%,3.42%,15,8,0
2020,37,Goochland County,On-Time Graduation Rate,4 yr rate,98.11%,212,208,154,0,47,0,<,0,0,0,98.11%,1.42%,3,1,0
2020,38,Grayson County,On-Time Graduation Rate,4 yr rate,99.14%,116,115,51,0,61,<,<,0,1,0,100.00%,0.00%,0,0,0
2020,39,Greene County,On-Time Graduation Rate,4 yr rate,94.35%,230,217,124,0,87,0,<,0,0,0,94.35%,3.91%,9,3,1
2020,40,Greensville County,On-Time Graduation Rate,4 yr rate,94.38%,160,151,59,0,86,0,<,1,0,0,95.00%,5.00%,8,0,0
2020,41,Halifax County,On-Time Graduation Rate,4 yr rate,93.02%,358,333,112,0,208,0,13,0,0,0,93.02%,3.63%,13,12,0
2020,112,Hampton City,On-Time Graduation Rate,4 yr rate,96.11%,"1,490","1,432",532,4,814,0,82,0,20,0,97.45%,1.21%,18,19,1
2020,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.95%,"1,433","1,375",877,59,424,<,14,0,10,<,96.72%,2.23%,32,10,5
2020,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,88.08%,478,421,254,0,153,0,14,8,0,0,89.75%,8.58%,41,8,0
2020,43,Henrico County,On-Time Graduation Rate,4 yr rate,90.92%,"4,040","3,673","2,062",80,"1,425",0,106,5,25,<,91.68%,6.76%,273,63,0
2020,44,Henry County,On-Time Graduation Rate,4 yr rate,90.49%,589,533,216,0,292,0,25,2,8,0,92.19%,5.09%,30,10,6
2020,45,Highland County,On-Time Graduation Rate,4 yr rate,100.00%,14,14,8,0,5,0,<,0,0,0,100.00%,0.00%,0,0,0
