"On-time Graduation Rate"
10/26/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2021,DIV,"Colonial Heights City Public Schools",White,128,115,89.8,118,92.2
2021,DIV,"Craig County Public Schools","All Students",50,40,80,41,82
2021,DIV,"Craig County Public Schools",Black,<,<,<,<,<
2021,DIV,"Craig County Public Schools","Economically Disadvantaged",23,17,73.9,18,78.3
2021,DIV,"Craig County Public Schools",Female,22,17,77.3,18,81.8
2021,DIV,"Craig County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Craig County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Craig County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Craig County Public Schools",Male,28,23,82.1,23,82.1
2021,DIV,"Craig County Public Schools","Students with Disabilities",12,8,66.7,8,66.7
2021,DIV,"Craig County Public Schools",White,48,39,81.3,40,83.3
2021,DIV,"Culpeper County Public Schools","All Students",713,602,84.4,606,85
2021,DIV,"Culpeper County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Culpeper County Public Schools",Asian,14,14,100,14,100
2021,DIV,"Culpeper County Public Schools",Black,106,95,89.6,96,90.6
2021,DIV,"Culpeper County Public Schools","Economically Disadvantaged",294,230,78.2,232,78.9
2021,DIV,"Culpeper County Public Schools","English Learners",88,35,39.8,35,39.8
2021,DIV,"Culpeper County Public Schools",Female,343,307,89.5,308,89.8
2021,DIV,"Culpeper County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Culpeper County Public Schools",Hispanic,176,111,63.1,111,63.1
2021,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Culpeper County Public Schools",Male,370,295,79.7,298,80.5
2021,DIV,"Culpeper County Public Schools","Military Connected",10,10,100,10,100
2021,DIV,"Culpeper County Public Schools","Multiple Races",45,44,97.8,44,97.8
2021,DIV,"Culpeper County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Culpeper County Public Schools","Students with Disabilities",53,46,86.8,47,88.7
2021,DIV,"Culpeper County Public Schools",White,370,337,91.1,340,91.9
2021,DIV,"Cumberland County Public Schools","All Students",81,73,90.1,75,92.6
2021,DIV,"Cumberland County Public Schools",Black,46,43,93.5,43,93.5
2021,DIV,"Cumberland County Public Schools","Economically Disadvantaged",39,33,84.6,35,89.7
2021,DIV,"Cumberland County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Cumberland County Public Schools",Female,36,35,97.2,35,97.2
2021,DIV,"Cumberland County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Cumberland County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Cumberland County Public Schools",Male,45,38,84.4,40,88.9
2021,DIV,"Cumberland County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Cumberland County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Cumberland County Public Schools","Students with Disabilities",<,<,<,<,<
2021,DIV,"Cumberland County Public Schools",White,28,24,85.7,25,89.3
2021,DIV,"Danville City Public Schools","All Students",366,280,76.5,289,79
2021,DIV,"Danville City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Danville City Public Schools",Black,263,191,72.6,200,76
2021,DIV,"Danville City Public Schools","Economically Disadvantaged",254,189,74.4,195,76.8
2021,DIV,"Danville City Public Schools","English Learners",11,6,54.5,6,54.5
2021,DIV,"Danville City Public Schools",Female,185,153,82.7,155,83.8
2021,DIV,"Danville City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Danville City Public Schools",Hispanic,34,26,76.5,26,76.5
2021,DIV,"Danville City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Danville City Public Schools",Male,181,127,70.2,134,74
2021,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Danville City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Danville City Public Schools","Students with Disabilities",56,35,62.5,35,62.5
2021,DIV,"Danville City Public Schools",White,64,59,92.2,59,92.2
2021,DIV,"Department of Juvenile Justice","All Students",17,3,17.6,11,64.7
2021,DIV,"Department of Juvenile Justice",Black,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice","Economically Disadvantaged",17,3,17.6,11,64.7
2021,DIV,"Department of Juvenile Justice","English Learners",<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",Male,17,3,17.6,11,64.7
2021,DIV,"Department of Juvenile Justice","Students with Disabilities",<,<,<,<,<
2021,DIV,"Department of Juvenile Justice",White,<,<,<,<,<
2021,DIV,"Dickenson County Public Schools","All Students",146,132,90.4,133,91.1
2021,DIV,"Dickenson County Public Schools","Economically Disadvantaged",84,72,85.7,73,86.9
2021,DIV,"Dickenson County Public Schools",Female,68,64,94.1,65,95.6
2021,DIV,"Dickenson County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Dickenson County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Dickenson County Public Schools",Male,78,68,87.2,68,87.2
2021,DIV,"Dickenson County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Dickenson County Public Schools","Students with Disabilities",28,25,89.3,25,89.3
2021,DIV,"Dickenson County Public Schools",White,143,129,90.2,130,90.9
2021,DIV,"Dinwiddie County Public Schools","All Students",336,301,89.6,304,90.5
2021,DIV,"Dinwiddie County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Dinwiddie County Public Schools",Black,125,116,92.8,118,94.4
2021,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",166,142,85.5,143,86.1
2021,DIV,"Dinwiddie County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Dinwiddie County Public Schools",Female,154,141,91.6,142,92.2
2021,DIV,"Dinwiddie County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Dinwiddie County Public Schools",Hispanic,19,14,73.7,14,73.7
2021,DIV,"Dinwiddie County Public Schools",Male,182,160,87.9,162,89
2021,DIV,"Dinwiddie County Public Schools","Multiple Races",20,16,80,16,80
2021,DIV,"Dinwiddie County Public Schools","Students with Disabilities",55,53,96.4,54,98.2
2021,DIV,"Dinwiddie County Public Schools",White,171,154,90.1,155,90.6
2021,DIV,"Essex County Public Schools","All Students",109,102,93.6,102,93.6
2021,DIV,"Essex County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Essex County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Essex County Public Schools",Black,47,45,95.7,45,95.7
2021,DIV,"Essex County Public Schools","Economically Disadvantaged",61,56,91.8,56,91.8
2021,DIV,"Essex County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Essex County Public Schools",Female,52,49,94.2,49,94.2
2021,DIV,"Essex County Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Essex County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Essex County Public Schools",Male,57,53,93,53,93
2021,DIV,"Essex County Public Schools","Multiple Races",12,11,91.7,11,91.7
2021,DIV,"Essex County Public Schools","Students with Disabilities",19,15,78.9,15,78.9
2021,DIV,"Essex County Public Schools",White,44,41,93.2,41,93.2
2021,DIV,"Fairfax County Public Schools","All Students",14778,13923,94.2,13994,94.7
2021,DIV,"Fairfax County Public Schools","American Indian",38,30,78.9,30,78.9
2021,DIV,"Fairfax County Public Schools",Asian,3108,3064,98.6,3068,98.7
2021,DIV,"Fairfax County Public Schools",Black,1508,1447,96,1450,96.2
2021,DIV,"Fairfax County Public Schools","Economically Disadvantaged",4408,4017,91.1,4062,92.2
2021,DIV,"Fairfax County Public Schools","English Learners",2367,1723,72.8,1765,74.6
2021,DIV,"Fairfax County Public Schools",Female,6980,6665,95.5,6698,96
2021,DIV,"Fairfax County Public Schools","Foster Care",27,20,74.1,20,74.1
2021,DIV,"Fairfax County Public Schools",Hispanic,3847,3191,82.9,3239,84.2
2021,DIV,"Fairfax County Public Schools",Homeless,128,83,64.8,85,66.4
2021,DIV,"Fairfax County Public Schools",Male,7780,7240,93.1,7278,93.5
2021,DIV,"Fairfax County Public Schools","Military Connected",678,671,99,673,99.3
2021,DIV,"Fairfax County Public Schools","Multiple Races",769,752,97.8,753,97.9
2021,DIV,"Fairfax County Public Schools","Native Hawaiian",16,16,100,16,100
2021,DIV,"Fairfax County Public Schools","Students with Disabilities",1969,1871,95,1883,95.6
2021,DIV,"Fairfax County Public Schools",White,5492,5423,98.7,5438,99
2021,DIV,"Falls Church City Public Schools","All Students",223,220,98.7,222,99.6
2021,DIV,"Falls Church City Public Schools",Asian,15,15,100,15,100
2021,DIV,"Falls Church City Public Schools",Black,12,12,100,12,100
2021,DIV,"Falls Church City Public Schools","Economically Disadvantaged",24,23,95.8,23,95.8
2021,DIV,"Falls Church City Public Schools","English Learners",11,10,90.9,10,90.9
2021,DIV,"Falls Church City Public Schools",Female,112,110,98.2,111,99.1
2021,DIV,"Falls Church City Public Schools",Hispanic,34,33,97.1,33,97.1
2021,DIV,"Falls Church City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Falls Church City Public Schools",Male,111,110,99.1,111,100
2021,DIV,"Falls Church City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Falls Church City Public Schools","Multiple Races",23,22,95.7,23,100
2021,DIV,"Falls Church City Public Schools","Students with Disabilities",25,23,92,25,100
2021,DIV,"Falls Church City Public Schools",White,139,138,99.3,139,100
2021,DIV,"Fauquier County Public Schools","All Students",983,932,94.8,952,96.8
2021,DIV,"Fauquier County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Fauquier County Public Schools",Asian,21,19,90.5,20,95.2
2021,DIV,"Fauquier County Public Schools",Black,70,63,90,66,94.3
2021,DIV,"Fauquier County Public Schools","Economically Disadvantaged",209,190,90.9,196,93.8
2021,DIV,"Fauquier County Public Schools","English Learners",47,36,76.6,41,87.2
2021,DIV,"Fauquier County Public Schools",Female,462,447,96.8,456,98.7
2021,DIV,"Fauquier County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Fauquier County Public Schools",Hispanic,178,164,92.1,167,93.8
2021,DIV,"Fauquier County Public Schools",Homeless,10,9,90,9,90
2021,DIV,"Fauquier County Public Schools",Male,521,485,93.1,496,95.2
2021,DIV,"Fauquier County Public Schools","Military Connected",23,23,100,23,100
2021,DIV,"Fauquier County Public Schools","Multiple Races",46,42,91.3,43,93.5
2021,DIV,"Fauquier County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Fauquier County Public Schools","Students with Disabilities",129,123,95.3,124,96.1
2021,DIV,"Fauquier County Public Schools",White,665,641,96.4,653,98.2
2021,DIV,"Floyd County Public Schools","All Students",160,156,97.5,157,98.1
2021,DIV,"Floyd County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Floyd County Public Schools",Black,<,<,<,<,<
2021,DIV,"Floyd County Public Schools","Economically Disadvantaged",48,45,93.8,46,95.8
2021,DIV,"Floyd County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Floyd County Public Schools",Female,80,79,98.8,80,100
2021,DIV,"Floyd County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Floyd County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Floyd County Public Schools",Male,80,77,96.3,77,96.3
2021,DIV,"Floyd County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Floyd County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Floyd County Public Schools","Students with Disabilities",21,20,95.2,21,100
2021,DIV,"Floyd County Public Schools",White,148,145,98,146,98.6
2021,DIV,"Fluvanna County Public Schools","All Students",303,280,92.4,280,92.4
2021,DIV,"Fluvanna County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Fluvanna County Public Schools",Black,42,38,90.5,38,90.5
2021,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",116,105,90.5,105,90.5
2021,DIV,"Fluvanna County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Fluvanna County Public Schools",Female,149,137,91.9,137,91.9
2021,DIV,"Fluvanna County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Fluvanna County Public Schools",Hispanic,23,21,91.3,21,91.3
2021,DIV,"Fluvanna County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Fluvanna County Public Schools",Male,154,143,92.9,143,92.9
2021,DIV,"Fluvanna County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Fluvanna County Public Schools","Multiple Races",20,20,100,20,100
2021,DIV,"Fluvanna County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Fluvanna County Public Schools","Students with Disabilities",36,35,97.2,35,97.2
2021,DIV,"Fluvanna County Public Schools",White,213,197,92.5,197,92.5
2021,DIV,"Franklin City Public Schools","All Students",79,67,84.8,68,86.1
2021,DIV,"Franklin City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Franklin City Public Schools",Black,66,54,81.8,55,83.3
2021,DIV,"Franklin City Public Schools","Economically Disadvantaged",50,41,82,42,84
2021,DIV,"Franklin City Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Franklin City Public Schools",Female,35,30,85.7,31,88.6
2021,DIV,"Franklin City Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Franklin City Public Schools",Male,44,37,84.1,37,84.1
2021,DIV,"Franklin City Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Franklin City Public Schools","Students with Disabilities",12,11,91.7,11,91.7
2021,DIV,"Franklin City Public Schools",White,<,<,100,<,100
2021,DIV,"Franklin County Public Schools","All Students",487,429,88.1,429,88.1
2021,DIV,"Franklin County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Franklin County Public Schools",Black,32,29,90.6,29,90.6
2021,DIV,"Franklin County Public Schools","Economically Disadvantaged",201,166,82.6,166,82.6
2021,DIV,"Franklin County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Franklin County Public Schools",Female,232,216,93.1,216,93.1
2021,DIV,"Franklin County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Franklin County Public Schools",Hispanic,33,32,97,32,97
2021,DIV,"Franklin County Public Schools",Male,255,213,83.5,213,83.5
2021,DIV,"Franklin County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Franklin County Public Schools","Multiple Races",26,23,88.5,23,88.5
2021,DIV,"Franklin County Public Schools","Students with Disabilities",66,50,75.8,50,75.8
2021,DIV,"Franklin County Public Schools",White,393,342,87,342,87
2021,DIV,"Frederick County Public Schools","All Students",1099,1040,94.6,1044,95
2021,DIV,"Frederick County Public Schools",Asian,18,18,100,18,100
2021,DIV,"Frederick County Public Schools",Black,46,44,95.7,44,95.7
2021,DIV,"Frederick County Public Schools","Economically Disadvantaged",276,250,90.6,253,91.7
2021,DIV,"Frederick County Public Schools","English Learners",49,39,79.6,39,79.6
2021,DIV,"Frederick County Public Schools",Female,555,528,95.1,531,95.7
2021,DIV,"Frederick County Public Schools",Hispanic,235,213,90.6,214,91.1
2021,DIV,"Frederick County Public Schools",Homeless,24,21,87.5,21,87.5
2021,DIV,"Frederick County Public Schools",Male,544,512,94.1,513,94.3
2021,DIV,"Frederick County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Frederick County Public Schools","Multiple Races",32,30,93.8,30,93.8
2021,DIV,"Frederick County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Frederick County Public Schools","Students with Disabilities",154,141,91.6,144,93.5
2021,DIV,"Frederick County Public Schools",White,767,734,95.7,737,96.1
2021,DIV,"Fredericksburg City Public Schools","All Students",278,235,84.5,236,84.9
2021,DIV,"Fredericksburg City Public Schools",Asian,10,9,90,9,90
2021,DIV,"Fredericksburg City Public Schools",Black,101,87,86.1,87,86.1
2021,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",120,92,76.7,93,77.5
2021,DIV,"Fredericksburg City Public Schools","English Learners",36,17,47.2,17,47.2
2021,DIV,"Fredericksburg City Public Schools",Female,133,117,88,117,88
2021,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Fredericksburg City Public Schools",Hispanic,71,52,73.2,52,73.2
2021,DIV,"Fredericksburg City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Fredericksburg City Public Schools",Male,145,118,81.4,119,82.1
2021,DIV,"Fredericksburg City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Fredericksburg City Public Schools","Multiple Races",16,13,81.3,14,87.5
2021,DIV,"Fredericksburg City Public Schools","Students with Disabilities",35,27,77.1,27,77.1
2021,DIV,"Fredericksburg City Public Schools",White,80,74,92.5,74,92.5
2021,DIV,"Galax City Public Schools","All Students",83,73,88,75,90.4
2021,DIV,"Galax City Public Schools",Black,<,<,100,<,100
2021,DIV,"Galax City Public Schools","Economically Disadvantaged",53,44,83,45,84.9
2021,DIV,"Galax City Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Galax City Public Schools",Female,43,38,88.4,39,90.7
2021,DIV,"Galax City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Galax City Public Schools",Hispanic,26,20,76.9,20,76.9
2021,DIV,"Galax City Public Schools",Male,40,35,87.5,36,90
2021,DIV,"Galax City Public Schools",Migrant,<,<,<,<,<
2021,DIV,"Galax City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Galax City Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Galax City Public Schools","Students with Disabilities",12,11,91.7,12,100
2021,DIV,"Galax City Public Schools",White,48,45,93.8,47,97.9
2021,DIV,"Giles County Public Schools","All Students",177,159,89.8,161,91
2021,DIV,"Giles County Public Schools",Black,<,<,100,<,100
2021,DIV,"Giles County Public Schools","Economically Disadvantaged",82,68,82.9,70,85.4
2021,DIV,"Giles County Public Schools",Female,96,88,91.7,90,93.8
2021,DIV,"Giles County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Giles County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Giles County Public Schools",Male,81,71,87.7,71,87.7
2021,DIV,"Giles County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Giles County Public Schools","Students with Disabilities",26,22,84.6,22,84.6
2021,DIV,"Giles County Public Schools",White,167,150,89.8,152,91
2021,DIV,"Gloucester County Public Schools","All Students",431,389,90.3,400,92.8
2021,DIV,"Gloucester County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Gloucester County Public Schools",Black,29,26,89.7,27,93.1
2021,DIV,"Gloucester County Public Schools","Economically Disadvantaged",172,140,81.4,146,84.9
2021,DIV,"Gloucester County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Gloucester County Public Schools",Female,194,184,94.8,187,96.4
2021,DIV,"Gloucester County Public Schools",Hispanic,22,19,86.4,19,86.4
2021,DIV,"Gloucester County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Gloucester County Public Schools",Male,237,205,86.5,213,89.9
2021,DIV,"Gloucester County Public Schools","Military Connected",28,25,89.3,26,92.9
2021,DIV,"Gloucester County Public Schools","Multiple Races",18,15,83.3,15,83.3
2021,DIV,"Gloucester County Public Schools","Students with Disabilities",48,43,89.6,47,97.9
2021,DIV,"Gloucester County Public Schools",White,361,328,90.9,338,93.6
2021,DIV,"Goochland County Public Schools","All Students",227,218,96,218,96
2021,DIV,"Goochland County Public Schools",Asian,<,<,<,<,<
2021,DIV,"Goochland County Public Schools",Black,32,31,96.9,31,96.9
2021,DIV,"Goochland County Public Schools","Economically Disadvantaged",68,63,92.6,63,92.6
2021,DIV,"Goochland County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Goochland County Public Schools",Female,105,100,95.2,100,95.2
2021,DIV,"Goochland County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Goochland County Public Schools",Hispanic,23,20,87,20,87
2021,DIV,"Goochland County Public Schools",Male,122,118,96.7,118,96.7
2021,DIV,"Goochland County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Goochland County Public Schools","Multiple Races",15,15,100,15,100
2021,DIV,"Goochland County Public Schools","Students with Disabilities",29,26,89.7,26,89.7
2021,DIV,"Goochland County Public Schools",White,154,150,97.4,150,97.4
2021,DIV,"Grayson County Public Schools","All Students",89,89,100,89,100
2021,DIV,"Grayson County Public Schools",Black,<,<,100,<,100
2021,DIV,"Grayson County Public Schools","Economically Disadvantaged",53,53,100,53,100
2021,DIV,"Grayson County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Grayson County Public Schools",Female,39,39,100,39,100
2021,DIV,"Grayson County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Grayson County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Grayson County Public Schools",Male,50,50,100,50,100
2021,DIV,"Grayson County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Grayson County Public Schools","Students with Disabilities",17,17,100,17,100
2021,DIV,"Grayson County Public Schools",White,76,76,100,76,100
2021,DIV,"Greene County Public Schools","All Students",228,216,94.7,217,95.2
2021,DIV,"Greene County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Greene County Public Schools",Black,14,13,92.9,14,100
2021,DIV,"Greene County Public Schools","Economically Disadvantaged",93,85,91.4,85,91.4
2021,DIV,"Greene County Public Schools","English Learners",13,12,92.3,12,92.3
2021,DIV,"Greene County Public Schools",Female,102,100,98,100,98
2021,DIV,"Greene County Public Schools",Hispanic,32,29,90.6,29,90.6
2021,DIV,"Greene County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Greene County Public Schools",Male,126,116,92.1,117,92.9
2021,DIV,"Greene County Public Schools","Military Connected",11,10,90.9,11,100
2021,DIV,"Greene County Public Schools","Multiple Races",30,28,93.3,28,93.3
2021,DIV,"Greene County Public Schools","Students with Disabilities",31,30,96.8,30,96.8
2021,DIV,"Greene County Public Schools",White,147,141,95.9,141,95.9
2021,DIV,"Greensville County Public Schools","All Students",158,125,79.1,125,79.1
2021,DIV,"Greensville County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Greensville County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Greensville County Public Schools",Black,116,87,75,87,75
2021,DIV,"Greensville County Public Schools","Economically Disadvantaged",109,81,74.3,81,74.3
2021,DIV,"Greensville County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Greensville County Public Schools",Female,74,63,85.1,63,85.1
2021,DIV,"Greensville County Public Schools",Hispanic,12,10,83.3,10,83.3
2021,DIV,"Greensville County Public Schools",Male,84,62,73.8,62,73.8
2021,DIV,"Greensville County Public Schools","Military Connected",<,<,<,<,<
2021,DIV,"Greensville County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Greensville County Public Schools","Students with Disabilities",13,10,76.9,10,76.9
2021,DIV,"Greensville County Public Schools",White,25,24,96,24,96
2021,DIV,"Halifax County Public Schools","All Students",364,304,83.5,307,84.3
2021,DIV,"Halifax County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Halifax County Public Schools",Black,170,132,77.6,135,79.4
2021,DIV,"Halifax County Public Schools","Economically Disadvantaged",178,139,78.1,140,78.7
2021,DIV,"Halifax County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Halifax County Public Schools",Female,193,167,86.5,170,88.1
2021,DIV,"Halifax County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Male,171,137,80.1,137,80.1
2021,DIV,"Halifax County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Halifax County Public Schools","Students with Disabilities",61,49,80.3,49,80.3
2021,DIV,"Halifax County Public Schools",White,178,159,89.3,159,89.3
2021,DIV,"Hampton City Public Schools","All Students",1442,1408,97.6,1411,97.9
2021,DIV,"Hampton City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Hampton City Public Schools",Asian,29,29,100,29,100
2021,DIV,"Hampton City Public Schools",Black,924,901,97.5,902,97.6
2021,DIV,"Hampton City Public Schools","Economically Disadvantaged",723,700,96.8,703,97.2
2021,DIV,"Hampton City Public Schools","English Learners",11,10,90.9,10,90.9
2021,DIV,"Hampton City Public Schools",Female,697,677,97.1,678,97.3
2021,DIV,"Hampton City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Hampton City Public Schools",Hispanic,97,96,99,96,99
2021,DIV,"Hampton City Public Schools",Homeless,11,11,100,11,100
2021,DIV,"Hampton City Public Schools",Male,745,731,98.1,733,98.4
2021,DIV,"Hampton City Public Schools","Military Connected",39,39,100,39,100
2021,DIV,"Hampton City Public Schools","Multiple Races",96,94,97.9,94,97.9
2021,DIV,"Hampton City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Hampton City Public Schools","Students with Disabilities",198,197,99.5,198,100
2021,DIV,"Hampton City Public Schools",White,290,282,97.2,284,97.9
2021,DIV,"Hanover County Public Schools","All Students",1468,1397,95.2,1410,96
2021,DIV,"Hanover County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Asian,42,42,100,42,100
2021,DIV,"Hanover County Public Schools",Black,133,124,93.2,126,94.7
2021,DIV,"Hanover County Public Schools","Economically Disadvantaged",386,340,88.1,346,89.6
2021,DIV,"Hanover County Public Schools","English Learners",30,21,70,21,70
2021,DIV,"Hanover County Public Schools",Female,723,699,96.7,706,97.6
2021,DIV,"Hanover County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Hispanic,92,79,85.9,79,85.9
2021,DIV,"Hanover County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Male,745,698,93.7,704,94.5
2021,DIV,"Hanover County Public Schools","Military Connected",15,15,100,15,100
2021,DIV,"Hanover County Public Schools","Multiple Races",52,49,94.2,49,94.2
2021,DIV,"Hanover County Public Schools","Students with Disabilities",185,163,88.1,165,89.2
2021,DIV,"Hanover County Public Schools",White,1144,1099,96.1,1110,97
2021,DIV,"Harrisonburg City Public Schools","All Students",523,445,85.1,451,86.2
2021,DIV,"Harrisonburg City Public Schools",Asian,22,22,100,22,100
2021,DIV,"Harrisonburg City Public Schools",Black,65,58,89.2,59,90.8
2021,DIV,"Harrisonburg City Public Schools","Economically Disadvantaged",336,268,79.8,274,81.5
2021,DIV,"Harrisonburg City Public Schools","English Learners",167,118,70.7,119,71.3
2021,DIV,"Harrisonburg City Public Schools",Female,242,212,87.6,214,88.4
2021,DIV,"Harrisonburg City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Harrisonburg City Public Schools",Hispanic,249,192,77.1,195,78.3
2021,DIV,"Harrisonburg City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Harrisonburg City Public Schools",Male,281,233,82.9,237,84.3
2021,DIV,"Harrisonburg City Public Schools",Migrant,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Harrisonburg City Public Schools","Multiple Races",20,19,95,19,95
2021,DIV,"Harrisonburg City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Harrisonburg City Public Schools","Students with Disabilities",44,36,81.8,36,81.8
2021,DIV,"Harrisonburg City Public Schools",White,166,153,92.2,155,93.4
2021,DIV,"Henrico County Public Schools","All Students",4131,3716,90,3763,91.1
2021,DIV,"Henrico County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Henrico County Public Schools",Asian,413,402,97.3,402,97.3
2021,DIV,"Henrico County Public Schools",Black,1480,1320,89.2,1339,90.5
2021,DIV,"Henrico County Public Schools","Economically Disadvantaged",1844,1548,83.9,1577,85.5
2021,DIV,"Henrico County Public Schools","English Learners",286,161,56.3,167,58.4
